Time (s) Auto,Angle (rad) Run #3
4.32,15.14945572
4.34,14.69567018
4.36,14.25933793
4.38,13.84045897
4.4,13.40412672
4.42,12.98524776
4.44,12.5663688
4.46,12.16494313
4.48,11.76351746
4.5,11.37954508
4.52,10.97811941
4.54,10.61160032
4.56,10.22762794
4.58,9.87856214
4.6,9.51204305
4.62,9.16297725
4.64,8.83136474
4.66,8.49975223
4.68,8.18559301
4.7,7.87143379
4.72,7.57472786
4.74,7.29547522
4.76,7.01622258
4.78,6.75442323
4.8,6.49262388
4.82,6.24827782
4.84,6.00393176
4.86,5.79449228
4.88,5.56759951
4.9,5.37561332
4.92,5.18362713
4.94,5.00909423
4.96,4.83456133
4.98,4.67748172
5,4.5378554
5.02,4.41568237
5.04,4.29350934
5.06,4.1887896
5.08,4.10152315
5.1,4.0142567
5.12,3.94444354
5.14,3.89208367
5.16,3.8397238
5.18,3.80481722
5.2,3.78736393
5.22,3.78736393
5.24,3.78736393
5.26,3.80481722
5.28,3.8397238
5.3,3.87463038
5.32,3.92699025
5.34,3.99680341
5.36,4.06661657
5.38,4.17133631
5.4,4.25860276
5.42,4.38077579
5.44,4.50294882
5.46,4.64257514
5.48,4.78220146
5.5,4.93928107
5.52,5.11381397
5.54,5.28834687
5.56,5.48033306
5.58,5.68977254
5.6,5.89921202
5.62,6.12610479
5.64,6.35299756
5.66,6.59734362
5.68,6.85914297
5.7,7.12094232
5.72,7.38274167
5.74,7.66199431
5.76,7.95870024
5.78,8.25540617
5.8,8.5521121
5.82,8.86627132
5.84,9.19788383
5.86,9.52949634
5.88,9.86110885
5.9,10.21017465
5.92,10.55924045
5.94,10.92575954
5.96,11.29227863
5.98,11.65879772
6,12.02531681
6.02,12.40928919
6.04,12.81071486
6.06,13.19468724
6.08,13.59611291
6.1,13.99753858
6.12,14.39896425
6.14,14.80038992
6.16,15.21926888
6.18,15.63814784
6.2,16.0570268
6.22,16.47590576
6.24,16.89478472
6.26,17.33111697
6.28,17.74999593
6.3,18.18632818
6.32,18.60520714
6.34,19.04153939
6.36,19.46041835
6.38,19.8967506
6.4,20.31562956
6.42,20.75196181
6.44,21.17084077
6.46,21.60717302
6.48,22.02605198
6.5,22.44493094
6.52,22.8638099
6.54,23.28268886
6.56,23.70156782
6.58,24.12044678
6.6,24.52187245
6.62,24.92329812
6.64,25.32472379
6.66,25.72614946
6.68,26.11012184
6.7,26.49409422
6.72,26.8780666
6.74,27.24458569
6.76,27.61110478
6.78,27.97762387
6.8,28.34414296
6.82,28.69320876
6.84,29.04227456
6.86,29.37388707
6.88,29.70549958
6.9,30.0196588
6.92,30.33381802
6.94,30.64797724
6.96,30.94468317
6.98,31.2413891
7,31.52064174
7.02,31.78244109
7.04,32.04424044
7.06,32.30603979
7.08,32.55038585
7.1,32.77727862
7.12,33.00417139
7.14,33.23106416
7.16,33.42305035
7.18,33.63248983
7.2,33.80702273
7.22,33.98155563
7.24,34.13863524
7.26,34.29571485
7.28,34.43534117
7.3,34.57496749
7.32,34.69714052
7.34,34.80186026
7.36,34.90658
7.38,34.99384645
7.4,35.06365961
7.42,35.13347277
7.44,35.18583264
7.46,35.23819251
7.48,35.2556458
7.5,35.29055238
7.52,35.29055238
7.54,35.29055238
7.56,35.29055238
7.58,35.2556458
7.6,35.22073922
7.62,35.18583264
7.64,35.13347277
7.66,35.06365961
7.68,34.97639316
7.7,34.88912671
7.72,34.80186026
7.74,34.69714052
7.76,34.57496749
7.78,34.43534117
7.8,34.29571485
7.82,34.15608853
7.84,33.99900892
7.86,33.82447602
7.88,33.64994312
7.9,33.45795693
7.92,33.26597074
7.94,33.05653126
7.96,32.84709178
7.98,32.62019901
8,32.37585295
8.02,32.14896018
8.04,31.88716083
8.06,31.64281477
8.08,31.38101542
8.1,31.11921607
8.12,30.83996343
8.14,30.5432575
8.16,30.26400486
8.18,29.94984564
8.2,29.65313971
8.22,29.33898049
8.24,29.00736798
8.26,28.69320876
8.28,28.36159625
8.3,28.01253045
8.32,27.68091794
8.34,27.33185214
8.36,26.98278634
8.38,26.61626725
8.4,26.26720145
8.42,25.90068236
8.44,25.53416327
8.46,25.16764418
8.48,24.7836718
8.5,24.41715271
8.52,24.03318033
8.54,23.66666124
8.56,23.28268886
8.58,22.89871648
8.6,22.5147441
8.62,22.13077172
8.64,21.74679934
8.66,21.34537367
8.68,20.96140129
8.7,20.57742891
8.72,20.19345653
8.74,19.80948415
8.76,19.42551177
8.78,19.05899268
8.8,18.6750203
8.82,18.29104792
8.84,17.92452883
8.86,17.54055645
8.88,17.17403736
8.9,16.80751827
8.92,16.44099918
8.94,16.09193338
8.96,15.72541429
8.98,15.37634849
9,15.02728269
9.02,14.67821689
9.04,14.34660438
9.06,14.01499187
9.08,13.68337936
9.1,13.36922014
9.12,13.05506092
9.14,12.7409017
9.16,12.42674248
9.18,12.13003655
9.2,11.85078391
9.22,11.57153127
9.24,11.29227863
9.26,11.01302599
9.28,10.75122664
9.3,10.50688058
9.32,10.26253452
9.34,10.01818846
9.36,9.79129569
9.38,9.56440292
9.4,9.35496344
9.42,9.14552396
9.44,8.95353777
9.46,8.76155158
9.48,8.58701868
9.5,8.41248578
9.52,8.25540617
9.54,8.09832656
9.56,7.95870024
9.58,7.83652721
9.6,7.71435418
9.62,7.59218115
9.64,7.48746141
9.66,7.40019496
9.68,7.31292851
9.7,7.24311535
9.72,7.19075548
9.74,7.13839561
9.76,7.08603574
9.78,7.06858245
9.8,7.03367587
9.82,7.03367587
9.84,7.01622258
9.86,7.03367587
9.88,7.05112916
9.9,7.08603574
9.92,7.12094232
9.94,7.1558489
9.96,7.22566206
9.98,7.27802193
10,7.36528838
10.02,7.45255483
10.04,7.53982128
10.06,7.64454102
10.08,7.76671405
10.1,7.88888708
10.12,8.01106011
10.14,8.15068643
10.16,8.30776604
10.18,8.46484565
10.2,8.62192526
10.22,8.79645816
10.24,8.98844435
10.26,9.16297725
10.28,9.37241673
10.3,9.58185621
10.32,9.79129569
10.34,10.01818846
10.36,10.24508123
10.38,10.471974
10.4,10.71632006
10.42,10.96066612
10.44,11.22246547
10.46,11.48426482
10.48,11.74606417
10.5,12.02531681
10.52,12.30456945
10.54,12.58382209
10.56,12.88052802
10.58,13.17723395
10.6,13.47393988
10.62,13.77064581
10.64,14.08480503
10.66,14.39896425
10.68,14.71312347
10.7,15.02728269
10.72,15.3588952
10.74,15.67305442
10.76,16.00466693
10.78,16.33627944
10.8,16.68534524
10.82,17.01695775
10.84,17.34857026
10.86,17.69763606
10.88,18.02924857
10.9,18.37831437
10.92,18.72738017
10.94,19.05899268
10.96,19.40805848
10.98,19.75712428
11,20.08873679
11.02,20.43780259
11.04,20.78686839
11.06,21.1184809
11.08,21.4675467
11.1,21.79915921
11.12,22.14822501
11.14,22.47983752
11.16,22.81145003
11.18,23.14306254
11.2,23.47467505
11.22,23.80628756
11.24,24.12044678
11.26,24.45205929
11.28,24.76621851
11.3,25.08037773
11.32,25.37708366
11.34,25.69124288
11.36,25.98794881
11.38,26.28465474
11.4,26.56390738
11.42,26.84316002
11.44,27.12241266
11.46,27.4016653
11.48,27.66346465
11.5,27.925264
11.52,28.18706335
11.54,28.43140941
11.56,28.67575547
11.58,28.92010153
11.6,29.1469943
11.62,29.37388707
11.64,29.58332655
11.66,29.79276603
11.68,30.00220551
11.7,30.1941917
11.72,30.38617789
11.74,30.56071079
11.76,30.73524369
11.78,30.8923233
11.8,31.04940291
11.82,31.18902923
11.84,31.32865555
11.86,31.46828187
11.88,31.5904549
11.9,31.69517464
11.92,31.79989438
11.94,31.88716083
11.96,31.97442728
11.98,32.06169373
12,32.13150689
12.02,32.18386676
12.04,32.23622663
12.06,32.27113321
12.08,32.30603979
12.1,32.34094637
12.12,32.34094637
12.14,32.35839966
12.16,32.35839966
12.18,32.34094637
12.2,32.32349308
12.22,32.2885865
12.24,32.23622663
12.26,32.20132005
12.28,32.13150689
12.3,32.07914702
12.32,31.99188057
12.34,31.92206741
12.36,31.83480096
12.38,31.73008122
12.4,31.62536148
12.42,31.50318845
12.44,31.38101542
12.46,31.25884239
12.48,31.11921607
12.5,30.96213646
12.52,30.82251014
12.54,30.64797724
12.56,30.49089763
12.58,30.31636473
12.6,30.12437854
12.62,29.94984564
12.64,29.74040616
12.66,29.54841997
12.68,29.33898049
12.7,29.12954101
12.72,28.90264824
12.74,28.67575547
12.76,28.4488627
12.78,28.20451664
12.8,27.96017058
12.82,27.71582452
12.84,27.47147846
12.86,27.20967911
12.88,26.94787976
12.9,26.68608041
12.92,26.42428106
12.94,26.14502842
12.96,25.86577578
12.98,25.58652314
13,25.3072705
13.02,25.02801786
13.04,24.73131193
13.06,24.434606
13.08,24.13790007
13.1,23.84119414
13.12,23.54448821
13.14,23.24778228
13.16,22.93362306
13.18,22.63691713
13.2,22.32275791
13.22,22.02605198
13.24,21.71189276
13.26,21.39773354
13.28,21.10102761
13.3,20.78686839
13.32,20.49016246
13.34,20.17600324
13.36,19.87929731
13.38,19.56513809
13.4,19.26843216
13.42,18.97172623
13.44,18.65756701
13.46,18.36086108
13.48,18.06415515
13.5,17.78490251
13.52,17.48819658
13.54,17.19149065
13.56,16.91223801
13.58,16.63298537
13.6,16.35373273
13.62,16.07448009
13.64,15.79522745
13.66,15.5334281
13.68,15.27162875
13.7,15.0098294
13.72,14.74803005
13.74,14.50368399
13.76,14.25933793
13.78,14.01499187
13.8,13.7880991
13.82,13.56120633
13.84,13.33431356
13.86,13.10742079
13.88,12.89798131
13.9,12.68854183
13.92,12.49655564
13.94,12.30456945
13.96,12.11258326
13.98,11.93805036
14,11.76351746
14.02,11.58898456
14.04,11.43190495
14.06,11.29227863
14.08,11.13519902
14.1,10.9955727
14.12,10.87339967
14.14,10.75122664
14.16,10.62905361
14.18,10.52433387
14.2,10.41961413
14.22,10.33234768
14.24,10.24508123
14.26,10.15781478
14.28,10.08800162
14.3,10.03564175
14.32,9.96582859
14.34,9.93092201
14.36,9.89601543
14.38,9.86110885
14.4,9.84365556
14.42,9.82620227
14.44,9.80874898
14.46,9.80874898
14.48,9.82620227
14.5,9.84365556
14.52,9.86110885
14.54,9.89601543
14.56,9.93092201
14.58,9.98328188
14.6,10.03564175
14.62,10.10545491
14.64,10.17526807
14.66,10.24508123
14.68,10.33234768
14.7,10.41961413
14.72,10.52433387
14.74,10.62905361
14.76,10.75122664
14.78,10.87339967
14.8,10.9955727
14.82,11.13519902
14.84,11.27482534
14.86,11.41445166
14.88,11.57153127
14.9,11.72861088
14.92,11.88569049
14.94,12.06022339
14.96,12.23475629
14.98,12.42674248
15,12.61872867
15.02,12.81071486
15.04,13.00270105
15.06,13.21214053
15.08,13.42158001
15.1,13.63101949
15.12,13.84045897
15.14,14.06735174
15.16,14.29424451
15.18,14.52113728
15.2,14.74803005
15.22,14.99237611
15.24,15.23672217
15.26,15.48106823
15.28,15.72541429
15.3,15.98721364
15.32,16.2315597
15.34,16.49335905
15.36,16.7551584
15.38,17.01695775
15.4,17.2787571
15.42,17.54055645
15.44,17.8023558
15.46,18.06415515
15.48,18.34340779
15.5,18.60520714
15.52,18.88445978
15.54,19.14625913
15.56,19.42551177
15.58,19.68731112
15.6,19.96656376
15.62,20.2458164
15.64,20.50761575
15.66,20.78686839
15.68,21.04866774
15.7,21.31046709
15.72,21.58971973
15.74,21.85151908
15.76,22.11331843
15.78,22.37511778
15.8,22.63691713
15.82,22.89871648
15.84,23.16051583
15.86,23.40486189
15.88,23.66666124
15.9,23.9110073
15.92,24.15535336
15.94,24.39969942
15.96,24.64404548
15.98,24.87093825
16,25.09783102
16.02,25.32472379
16.04,25.55161656
16.06,25.77850933
16.08,25.98794881
16.1,26.19738829
16.12,26.40682777
16.14,26.59881396
16.16,26.79080015
16.18,26.98278634
16.2,27.17477253
16.22,27.34930543
16.24,27.52383833
16.26,27.68091794
16.28,27.85545084
16.3,28.01253045
16.32,28.15215677
16.34,28.29178309
16.36,28.43140941
16.38,28.57103573
16.4,28.69320876
16.42,28.81538179
16.44,28.92010153
16.46,29.02482127
16.48,29.12954101
16.5,29.21680746
16.52,29.30407391
16.54,29.39134036
16.56,29.46115352
16.58,29.53096668
16.6,29.58332655
16.62,29.63568642
16.64,29.670593
16.66,29.72295287
16.68,29.74040616
16.7,29.77531274
16.72,29.79276603
16.74,29.79276603
16.76,29.81021932
16.78,29.79276603
16.8,29.79276603
16.82,29.77531274
16.84,29.74040616
16.86,29.72295287
16.88,29.670593
16.9,29.63568642
16.92,29.58332655
16.94,29.53096668
16.96,29.46115352
16.98,29.39134036
17,29.3215272
17.02,29.23426075
17.04,29.1469943
17.06,29.04227456
17.08,28.95500811
17.1,28.83283508
17.12,28.72811534
17.14,28.60594231
17.16,28.48376928
17.18,28.34414296
17.2,28.22196993
17.22,28.08234361
17.24,27.94271729
17.26,27.78563768
17.28,27.62855807
17.3,27.47147846
17.32,27.29694556
17.34,27.13986595
17.36,26.96533305
17.38,26.77334686
17.4,26.59881396
17.42,26.40682777
17.44,26.21484158
17.46,26.0054021
17.48,25.81341591
17.5,25.60397643
17.52,25.39453695
17.54,25.18509747
17.56,24.97565799
17.58,24.76621851
17.6,24.53932574
17.62,24.31243297
17.64,24.0855402
17.66,23.85864743
17.68,23.63175466
17.7,23.40486189
17.72,23.17796912
17.74,22.93362306
17.76,22.70673029
17.78,22.46238423
17.8,22.23549146
17.82,21.9911454
17.84,21.74679934
17.86,21.50245328
17.88,21.27556051
17.9,21.03121445
17.92,20.78686839
17.94,20.54252233
17.96,20.31562956
17.98,20.0712835
18,19.82693744
18.02,19.60004467
18.04,19.35569861
18.06,19.12880584
18.08,18.90191307
18.1,18.65756701
18.12,18.43067424
18.14,18.20378147
18.16,17.9768887
18.18,17.76744922
18.2,17.54055645
18.22,17.31366368
18.24,17.1042242
18.26,16.89478472
18.28,16.68534524
18.3,16.47590576
18.32,16.28391957
18.34,16.07448009
18.36,15.8824939
18.38,15.69050771
18.4,15.49852152
18.42,15.30653533
18.44,15.13200243
18.46,14.95746953
18.48,14.78293663
18.5,14.62585702
18.52,14.46877741
18.54,14.3116978
18.56,14.15461819
18.58,13.99753858
18.6,13.85791226
18.62,13.73573923
18.64,13.59611291
18.66,13.47393988
18.68,13.35176685
18.7,13.22959382
18.72,13.12487408
18.74,13.02015434
18.76,12.93288789
18.78,12.82816815
18.8,12.75835499
18.82,12.67108854
18.84,12.60127538
18.86,12.53146222
18.88,12.46164906
18.9,12.40928919
18.92,12.37438261
18.94,12.32202274
18.96,12.28711616
18.98,12.25220958
19,12.23475629
19.02,12.217303
19.04,12.19984971
19.06,12.19984971
19.08,12.19984971
19.1,12.19984971
19.12,12.217303
19.14,12.23475629
19.16,12.26966287
19.18,12.28711616
19.2,12.33947603
19.22,12.37438261
19.24,12.42674248
19.26,12.47910235
19.28,12.53146222
19.3,12.60127538
19.32,12.67108854
19.34,12.75835499
19.36,12.82816815
19.38,12.9154346
19.4,13.02015434
19.42,13.10742079
19.44,13.21214053
19.46,13.31686027
19.48,13.4390333
19.5,13.56120633
19.52,13.68337936
19.54,13.80555239
19.56,13.94517871
19.58,14.06735174
19.6,14.20697806
19.62,14.36405767
19.64,14.50368399
19.66,14.6607636
19.68,14.81784321
19.7,14.97492282
19.72,15.14945572
19.74,15.30653533
19.76,15.48106823
19.78,15.65560113
19.8,15.83013403
19.82,16.02212022
19.84,16.19665312
19.86,16.38863931
19.88,16.5806255
19.9,16.77261169
19.92,16.96459788
19.94,17.15658407
19.96,17.34857026
19.98,17.55800974
20,17.74999593
20.02,17.95943541
20.04,18.16887489
20.06,18.36086108
20.08,18.57030056
20.1,18.77974004
20.12,18.98917952
20.14,19.198619
20.16,19.40805848
20.18,19.61749796
20.2,19.82693744
20.22,20.03637692
20.24,20.2458164
20.26,20.45525588
20.28,20.66469536
20.3,20.87413484
20.32,21.06612103
20.34,21.27556051
20.36,21.48499999
20.38,21.69443947
20.4,21.88642566
20.42,22.09586514
20.44,22.28785133
20.46,22.47983752
20.48,22.689277
20.5,22.88126319
20.52,23.07324938
20.54,23.26523557
20.56,23.43976847
20.58,23.63175466
20.6,23.80628756
20.62,23.98082046
20.64,24.15535336
20.66,24.32988626
20.68,24.50441916
20.7,24.66149877
20.72,24.83603167
20.74,24.99311128
20.76,25.15019089
20.78,25.28981721
20.8,25.42944353
20.82,25.58652314
20.84,25.72614946
20.86,25.84832249
20.88,25.98794881
20.9,26.11012184
20.92,26.23229487
20.94,26.33701461
20.96,26.44173435
20.98,26.54645409
21,26.65117383
21.02,26.75589357
21.04,26.84316002
21.06,26.93042647
21.08,27.00023963
21.1,27.08750608
21.12,27.15731924
21.14,27.20967911
21.16,27.27949227
21.18,27.33185214
21.2,27.38421201
21.22,27.41911859
21.24,27.45402517
21.26,27.48893175
21.28,27.52383833
21.3,27.54129162
21.32,27.55874491
21.34,27.55874491
21.36,27.5761982
21.38,27.55874491
21.4,27.55874491
21.42,27.54129162
21.44,27.54129162
21.46,27.50638504
21.48,27.48893175
21.5,27.45402517
21.52,27.41911859
21.54,27.36675872
21.56,27.33185214
21.58,27.27949227
21.6,27.20967911
21.62,27.15731924
21.64,27.08750608
21.66,27.01769292
21.68,26.93042647
21.7,26.86061331
21.72,26.77334686
21.74,26.68608041
21.76,26.58136067
21.78,26.47664093
21.8,26.38937448
21.82,26.26720145
21.84,26.16248171
21.86,26.04030868
21.88,25.93558894
21.9,25.81341591
21.92,25.67378959
21.94,25.55161656
21.96,25.41199024
21.98,25.27236392
22,25.1327376
22.02,24.99311128
22.04,24.85348496
22.06,24.69640535
22.08,24.55677903
22.1,24.39969942
22.12,24.24261981
22.14,24.0855402
22.16,23.9110073
22.18,23.75392769
22.2,23.57939479
22.22,23.42231518
22.24,23.24778228
22.26,23.07324938
22.28,22.89871648
22.3,22.72418358
22.32,22.54965068
22.34,22.37511778
22.36,22.20058488
22.38,22.00859869
22.4,21.83406579
22.42,21.65953289
22.44,21.4675467
22.46,21.2930138
22.48,21.1184809
22.5,20.92649471
22.52,20.75196181
22.54,20.55997562
22.56,20.38544272
22.58,20.21090982
22.6,20.01892363
22.62,19.84439073
22.64,19.66985783
22.66,19.49532493
22.68,19.32079203
22.7,19.14625913
22.72,18.97172623
22.74,18.79719333
22.76,18.62266043
22.78,18.46558082
22.8,18.29104792
22.82,18.13396831
22.84,17.9768887
22.86,17.8023558
22.88,17.64527619
22.9,17.50564987
22.92,17.34857026
22.94,17.19149065
22.96,17.05186433
22.98,16.89478472
23,16.7551584
23.02,16.61553208
23.04,16.49335905
23.06,16.35373273
23.08,16.2315597
23.1,16.10938667
23.12,15.98721364
23.14,15.86504061
23.16,15.74286758
23.18,15.63814784
23.2,15.5334281
23.22,15.42870836
23.24,15.32398862
23.26,15.23672217
23.28,15.14945572
23.3,15.06218927
23.32,14.97492282
23.34,14.90510966
23.36,14.8352965
23.38,14.76548334
23.4,14.69567018
23.42,14.62585702
23.44,14.57349715
23.46,14.52113728
23.48,14.4862307
23.5,14.43387083
23.52,14.39896425
23.54,14.36405767
23.56,14.34660438
23.58,14.32915109
23.6,14.29424451
23.62,14.29424451
23.64,14.27679122
23.66,14.27679122
23.68,14.27679122
23.7,14.27679122
23.72,14.29424451
23.74,14.3116978
23.76,14.32915109
23.78,14.34660438
23.8,14.38151096
23.82,14.39896425
23.84,14.43387083
23.86,14.4862307
23.88,14.52113728
23.9,14.57349715
23.92,14.62585702
23.94,14.67821689
23.96,14.74803005
23.98,14.81784321
24,14.88765637
24.02,14.95746953
24.04,15.02728269
24.06,15.11454914
24.08,15.20181559
24.1,15.28908204
24.12,15.37634849
24.14,15.46361494
24.16,15.56833468
24.18,15.67305442
24.2,15.77777416
24.22,15.8824939
24.24,15.98721364
24.26,16.10938667
24.28,16.21410641
24.3,16.33627944
24.32,16.45845247
24.34,16.5806255
24.36,16.72025182
24.38,16.84242485
24.4,16.98205117
24.42,17.1042242
24.44,17.24385052
24.46,17.38347684
24.48,17.52310316
24.5,17.66272948
24.52,17.81980909
24.54,17.95943541
24.56,18.09906173
24.58,18.25614134
24.6,18.39576766
24.62,18.55284727
24.64,18.70992688
24.66,18.8495532
24.68,19.00663281
24.7,19.16371242
24.72,19.32079203
24.74,19.47787164
24.76,19.63495125
24.78,19.79203086
24.8,19.93165718
24.82,20.08873679
24.84,20.2458164
24.86,20.40289601
24.88,20.55997562
24.9,20.71705523
24.92,20.87413484
24.94,21.01376116
24.96,21.17084077
24.98,21.32792038
25,21.4675467
25.02,21.62462631
25.04,21.76425263
25.06,21.92133224
25.08,22.06095856
25.1,22.20058488
25.12,22.35766449
25.14,22.49729081
25.16,22.61946384
25.18,22.75909016
25.2,22.89871648
25.22,23.0383428
25.24,23.16051583
25.26,23.28268886
25.28,23.40486189
25.3,23.54448821
25.32,23.64920795
25.34,23.77138098
25.36,23.89355401
25.38,23.99827375
25.4,24.10299349
25.42,24.20771323
25.44,24.31243297
25.46,24.41715271
25.48,24.50441916
25.5,24.6091389
25.52,24.69640535
25.54,24.7836718
25.56,24.87093825
25.58,24.94075141
25.6,25.02801786
25.62,25.09783102
25.64,25.16764418
25.66,25.22000405
25.68,25.28981721
25.7,25.34217708
25.72,25.39453695
25.74,25.44689682
25.76,25.4818034
25.78,25.53416327
25.8,25.56906985
25.82,25.60397643
25.84,25.62142972
25.86,25.6563363
25.88,25.67378959
25.9,25.69124288
25.92,25.70869617
25.94,25.70869617
25.96,25.70869617
25.98,25.70869617
26,25.70869617
26.02,25.70869617
26.04,25.69124288
26.06,25.67378959
26.08,25.6563363
26.1,25.63888301
26.12,25.60397643
26.14,25.56906985
26.16,25.53416327
26.18,25.49925669
26.2,25.46435011
26.22,25.41199024
26.24,25.35963037
26.26,25.3072705
26.28,25.25491063
26.3,25.20255076
26.32,25.1327376
26.34,25.06292444
26.36,24.99311128
26.38,24.92329812
26.4,24.85348496
26.42,24.76621851
26.44,24.69640535
26.46,24.6091389
26.48,24.52187245
26.5,24.434606
26.52,24.32988626
26.54,24.24261981
26.56,24.13790007
26.58,24.05063362
26.6,23.94591388
26.62,23.84119414
26.64,23.7364744
26.66,23.61430137
26.68,23.50958163
26.7,23.40486189
26.72,23.28268886
26.74,23.16051583
26.76,23.0383428
26.78,22.93362306
26.8,22.81145003
26.82,22.689277
26.84,22.56710397
26.86,22.42747765
26.88,22.30530462
26.9,22.18313159
26.92,22.04350527
26.94,21.92133224
26.96,21.79915921
26.98,21.65953289
27,21.53735986
27.02,21.39773354
27.04,21.25810722
27.06,21.13593419
27.08,20.99630787
27.1,20.87413484
27.12,20.73450852
27.14,20.5948822
27.16,20.47270917
27.18,20.33308285
27.2,20.21090982
27.22,20.0712835
27.24,19.94911047
27.26,19.82693744
27.28,19.68731112
27.3,19.56513809
27.32,19.44296506
27.34,19.30333874
27.36,19.18116571
27.38,19.05899268
27.4,18.93681965
27.42,18.81464662
27.44,18.70992688
27.46,18.58775385
27.48,18.46558082
27.5,18.36086108
27.52,18.25614134
27.54,18.13396831
27.56,18.02924857
27.58,17.92452883
27.6,17.81980909
27.62,17.71508935
27.64,17.6278229
27.66,17.52310316
27.68,17.43583671
27.7,17.34857026
27.72,17.26130381
27.74,17.17403736
27.76,17.08677091
27.78,16.99950446
27.8,16.9296913
27.82,16.85987814
27.84,16.77261169
27.86,16.70279853
27.88,16.65043866
27.9,16.5806255
27.92,16.52826563
27.94,16.45845247
27.96,16.4060926
27.98,16.35373273
28,16.31882615
28.02,16.26646628
28.04,16.2315597
28.06,16.19665312
28.08,16.16174654
28.1,16.12683996
28.12,16.09193338
28.14,16.07448009
28.16,16.0570268
28.18,16.03957351
28.2,16.02212022
28.22,16.00466693
28.24,16.00466693
28.26,16.00466693
28.28,16.00466693
