Time (s) Auto,Angle (rad) Run #1
5.2,3.927
5.22,3.805
5.24,3.683
5.26,3.578
5.28,3.491
5.3,3.403
5.32,3.316
5.34,3.246
5.36,3.194
5.38,3.142
5.4,3.089
5.42,3.054
5.44,3.037
5.46,3.019
5.48,3.002
5.5,3.002
5.52,3.019
5.54,3.037
5.56,3.054
5.58,3.089
5.6,3.142
5.62,3.176
5.64,3.246
5.66,3.316
5.68,3.386
5.7,3.473
5.72,3.56
5.74,3.665
5.76,3.77
5.78,3.875
5.8,3.997
5.82,4.136
5.84,4.259
5.86,4.416
5.88,4.555
5.9,4.73
5.92,4.887
5.94,5.061
5.96,5.236
5.98,5.428
6,5.62
6.02,5.812
6.04,6.021
6.06,6.231
6.08,6.44
6.1,6.667
6.12,6.894
6.14,7.121
6.16,7.365
6.18,7.592
6.2,7.854
6.22,8.098
6.24,8.36
6.26,8.604
6.28,8.866
6.3,9.146
6.32,9.407
6.34,9.687
6.36,9.966
6.38,10.245
6.4,10.524
6.42,10.804
6.44,11.1
6.46,11.38
6.48,11.676
6.5,11.973
6.52,12.27
6.54,12.549
6.56,12.846
6.58,13.142
6.6,13.439
6.62,13.736
6.64,14.032
6.66,14.329
6.68,14.626
6.7,14.923
6.72,15.219
6.74,15.516
6.76,15.813
6.78,16.092
6.8,16.371
6.82,16.668
6.84,16.947
6.86,17.226
6.88,17.506
6.9,17.785
6.92,18.064
6.94,18.343
6.96,18.605
6.98,18.867
7,19.129
7.02,19.391
7.04,19.652
7.06,19.897
7.08,20.141
7.1,20.385
7.12,20.612
7.14,20.839
7.16,21.066
7.18,21.293
7.2,21.502
7.22,21.712
7.24,21.921
7.26,22.113
7.28,22.305
7.3,22.48
7.32,22.672
7.34,22.829
7.36,23.003
7.38,23.161
7.4,23.318
7.42,23.457
7.44,23.597
7.46,23.736
7.48,23.859
7.5,23.963
7.52,24.086
7.54,24.19
7.56,24.278
7.58,24.365
7.6,24.452
7.62,24.522
7.64,24.592
7.66,24.644
7.68,24.696
7.7,24.749
7.72,24.784
7.74,24.801
7.76,24.836
7.78,24.836
7.8,24.853
7.82,24.836
7.84,24.836
7.86,24.819
7.88,24.784
7.9,24.749
7.92,24.714
7.94,24.661
7.96,24.609
7.98,24.557
8,24.487
8.02,24.4
8.04,24.33
8.06,24.243
8.08,24.138
8.1,24.033
8.12,23.928
8.14,23.806
8.16,23.684
8.18,23.562
8.2,23.422
8.22,23.283
8.24,23.126
8.26,22.969
8.28,22.811
8.3,22.637
8.32,22.48
8.34,22.288
8.36,22.113
8.38,21.921
8.4,21.729
8.42,21.537
8.44,21.328
8.46,21.118
8.48,20.909
8.5,20.7
8.52,20.473
8.54,20.246
8.56,20.019
8.58,19.792
8.6,19.548
8.62,19.321
8.64,19.076
8.66,18.832
8.68,18.588
8.7,18.343
8.72,18.082
8.74,17.837
8.76,17.575
8.78,17.314
8.8,17.052
8.82,16.79
8.84,16.528
8.86,16.266
8.88,16.005
8.9,15.743
8.92,15.481
8.94,15.219
8.96,14.957
8.98,14.678
9,14.416
9.02,14.155
9.04,13.893
9.06,13.631
9.08,13.387
9.1,13.125
9.12,12.863
9.14,12.601
9.16,12.357
9.18,12.113
9.2,11.851
9.22,11.606
9.24,11.362
9.26,11.118
9.28,10.891
9.3,10.647
9.32,10.42
9.34,10.193
9.36,9.966
9.38,9.739
9.4,9.529
9.42,9.32
9.44,9.111
9.46,8.901
9.48,8.709
9.5,8.517
9.52,8.325
9.54,8.133
9.56,7.959
9.58,7.784
9.6,7.627
9.62,7.453
9.64,7.295
9.66,7.156
9.68,6.999
9.7,6.859
9.72,6.737
9.74,6.597
9.76,6.475
9.78,6.37
9.8,6.266
9.82,6.161
9.84,6.056
9.86,5.969
9.88,5.899
9.9,5.812
9.92,5.742
9.94,5.69
9.96,5.62
9.98,5.585
10,5.533
10.02,5.498
10.04,5.48
10.06,5.445
10.08,5.445
10.1,5.428
10.12,5.428
10.14,5.445
10.16,5.445
10.18,5.463
10.2,5.498
10.22,5.533
10.24,5.568
10.26,5.62
10.28,5.672
10.3,5.725
10.32,5.794
10.34,5.864
10.36,5.934
10.38,6.021
10.4,6.109
10.42,6.213
10.44,6.318
10.46,6.423
10.48,6.528
10.5,6.65
10.52,6.772
10.54,6.912
10.56,7.034
10.58,7.173
10.6,7.33
10.62,7.47
10.64,7.627
10.66,7.784
10.68,7.959
10.7,8.116
10.72,8.29
10.74,8.465
10.76,8.657
10.78,8.831
10.8,9.023
10.82,9.215
10.84,9.407
10.86,9.617
10.88,9.826
10.9,10.018
10.92,10.228
10.94,10.437
10.96,10.664
10.98,10.873
11,11.1
11.02,11.31
11.04,11.537
11.06,11.764
11.08,11.99
11.1,12.217
11.12,12.444
11.14,12.671
11.16,12.915
11.18,13.142
11.2,13.369
11.22,13.596
11.24,13.84
11.26,14.067
11.28,14.294
11.3,14.539
11.32,14.765
11.34,14.992
11.36,15.219
11.38,15.446
11.4,15.673
11.42,15.9
11.44,16.127
11.46,16.354
11.48,16.581
11.5,16.808
11.52,17.017
11.54,17.226
11.56,17.453
11.58,17.663
11.6,17.872
11.62,18.064
11.64,18.274
11.66,18.466
11.68,18.675
11.7,18.867
11.72,19.042
11.74,19.234
11.76,19.408
11.78,19.583
11.8,19.757
11.82,19.932
11.84,20.089
11.86,20.246
11.88,20.403
11.9,20.56
11.92,20.7
11.94,20.839
11.96,20.979
11.98,21.101
12,21.223
12.02,21.345
12.04,21.468
12.06,21.572
12.08,21.677
12.1,21.764
12.12,21.869
12.14,21.956
12.16,22.026
12.18,22.096
12.2,22.166
12.22,22.235
12.24,22.288
12.26,22.34
12.28,22.375
12.3,22.427
12.32,22.445
12.34,22.48
12.36,22.497
12.38,22.515
12.4,22.515
12.42,22.515
12.44,22.515
12.46,22.515
12.48,22.497
12.5,22.48
12.52,22.445
12.54,22.41
12.56,22.375
12.58,22.323
12.6,22.27
12.62,22.218
12.64,22.166
12.66,22.096
12.68,22.026
12.7,21.939
12.72,21.869
12.74,21.782
12.76,21.677
12.78,21.59
12.8,21.485
12.82,21.38
12.84,21.258
12.86,21.136
12.88,21.014
12.9,20.892
12.92,20.769
12.94,20.63
12.96,20.49
12.98,20.351
13,20.193
13.02,20.054
13.04,19.897
13.06,19.74
13.08,19.565
13.1,19.408
13.12,19.234
13.14,19.059
13.16,18.884
13.18,18.71
13.2,18.535
13.22,18.361
13.24,18.169
13.26,17.977
13.28,17.785
13.3,17.593
13.32,17.401
13.34,17.209
13.36,17.017
13.38,16.825
13.4,16.616
13.42,16.424
13.44,16.214
13.46,16.022
13.48,15.813
13.5,15.603
13.52,15.411
13.54,15.202
13.56,14.992
13.58,14.8
13.6,14.591
13.62,14.382
13.64,14.19
13.66,13.98
13.68,13.788
13.7,13.579
13.72,13.387
13.74,13.195
13.76,13.003
13.78,12.811
13.8,12.619
13.82,12.427
13.84,12.235
13.86,12.043
13.88,11.868
13.9,11.676
13.92,11.502
13.94,11.327
13.96,11.153
13.98,10.978
14,10.821
14.02,10.647
14.04,10.489
14.06,10.332
14.08,10.175
14.1,10.018
14.12,9.879
14.14,9.739
14.16,9.599
14.18,9.46
14.2,9.32
14.22,9.198
14.24,9.076
14.26,8.954
14.28,8.849
14.3,8.727
14.32,8.622
14.34,8.535
14.36,8.43
14.38,8.343
14.4,8.255
14.42,8.168
14.44,8.098
14.46,8.029
14.48,7.959
14.5,7.906
14.52,7.854
14.54,7.802
14.56,7.749
14.58,7.714
14.6,7.679
14.62,7.645
14.64,7.627
14.66,7.61
14.68,7.592
14.7,7.592
14.72,7.592
14.74,7.592
14.76,7.592
14.78,7.61
14.8,7.627
14.82,7.645
14.84,7.679
14.86,7.714
14.88,7.749
14.9,7.784
14.92,7.837
14.94,7.889
14.96,7.941
14.98,8.011
15,8.063
15.02,8.133
15.04,8.22
15.06,8.29
15.08,8.378
15.1,8.465
15.12,8.552
15.14,8.657
15.16,8.762
15.18,8.866
15.2,8.971
15.22,9.076
15.24,9.198
15.26,9.32
15.28,9.442
15.3,9.564
15.32,9.687
15.34,9.826
15.36,9.966
15.38,10.105
15.4,10.245
15.42,10.385
15.44,10.542
15.46,10.699
15.48,10.838
15.5,10.996
15.52,11.153
15.54,11.31
15.56,11.484
15.58,11.641
15.6,11.816
15.62,11.973
15.64,12.147
15.66,12.322
15.68,12.479
15.7,12.654
15.72,12.828
15.74,13.003
15.76,13.177
15.78,13.352
15.8,13.526
15.82,13.718
15.84,13.893
15.86,14.067
15.88,14.242
15.9,14.416
15.92,14.591
15.94,14.765
15.96,14.94
15.98,15.115
16,15.289
16.02,15.464
16.04,15.638
16.06,15.795
16.08,15.97
16.1,16.144
16.12,16.301
16.14,16.476
16.16,16.633
16.18,16.79
16.2,16.947
16.22,17.104
16.24,17.261
16.26,17.418
16.28,17.558
16.3,17.715
16.32,17.855
16.34,17.994
16.36,18.134
16.38,18.274
16.4,18.413
16.42,18.535
16.44,18.658
16.46,18.78
16.48,18.902
16.5,19.024
16.52,19.129
16.54,19.234
16.56,19.338
16.58,19.443
16.6,19.548
16.62,19.635
16.64,19.722
16.66,19.809
16.68,19.897
16.7,19.967
16.72,20.036
16.74,20.106
16.76,20.159
16.78,20.228
16.8,20.281
16.82,20.333
16.84,20.368
16.86,20.42
16.88,20.455
16.9,20.473
16.92,20.508
16.94,20.525
16.96,20.543
16.98,20.56
17,20.56
17.02,20.56
17.04,20.56
17.06,20.56
17.08,20.543
17.1,20.525
17.12,20.508
17.14,20.49
17.16,20.455
17.18,20.42
17.2,20.385
17.22,20.351
17.24,20.298
17.26,20.263
17.28,20.193
17.3,20.141
17.32,20.089
17.34,20.019
17.36,19.949
17.38,19.879
17.4,19.792
17.42,19.722
17.44,19.635
17.46,19.548
17.48,19.46
17.5,19.356
17.52,19.251
17.54,19.164
17.56,19.059
17.58,18.954
17.6,18.832
17.62,18.727
17.64,18.605
17.66,18.483
17.68,18.361
17.7,18.239
17.72,18.117
17.74,17.994
17.76,17.855
17.78,17.733
17.8,17.593
17.82,17.453
17.84,17.314
17.86,17.174
17.88,17.034
17.9,16.895
17.92,16.755
17.94,16.598
17.96,16.458
17.98,16.301
18,16.162
18.02,16.005
18.04,15.865
18.06,15.708
18.08,15.551
18.1,15.411
18.12,15.254
18.14,15.097
18.16,14.94
18.18,14.8
18.2,14.643
18.22,14.486
18.24,14.347
18.26,14.19
18.28,14.05
18.3,13.893
18.32,13.753
18.34,13.596
18.36,13.456
18.38,13.299
18.4,13.16
18.42,13.02
18.44,12.881
18.46,12.741
18.48,12.601
18.5,12.462
18.52,12.339
18.54,12.2
18.56,12.078
18.58,11.938
18.6,11.816
18.62,11.694
18.64,11.572
18.66,11.467
18.68,11.345
18.7,11.24
18.72,11.118
18.74,11.013
18.76,10.908
18.78,10.804
18.8,10.716
18.82,10.612
18.84,10.524
18.86,10.437
18.88,10.35
18.9,10.263
18.92,10.193
18.94,10.123
18.96,10.036
18.98,9.983
19,9.913
19.02,9.844
19.04,9.791
19.06,9.739
19.08,9.687
19.1,9.652
19.12,9.599
19.14,9.564
19.16,9.529
19.18,9.495
19.2,9.477
19.22,9.46
19.24,9.442
19.26,9.425
19.28,9.407
19.3,9.407
19.32,9.407
19.34,9.407
19.36,9.407
19.38,9.425
19.4,9.425
19.42,9.442
19.44,9.46
19.46,9.495
19.48,9.512
19.5,9.547
19.52,9.582
19.54,9.617
19.56,9.669
19.58,9.704
19.6,9.756
19.62,9.809
19.64,9.861
19.66,9.913
19.68,9.983
19.7,10.053
19.72,10.123
19.74,10.193
19.76,10.263
19.78,10.332
19.8,10.42
19.82,10.507
19.84,10.577
19.86,10.681
19.88,10.769
19.9,10.856
19.92,10.961
19.94,11.048
19.96,11.153
19.98,11.257
20,11.362
20.02,11.467
20.04,11.572
20.06,11.694
20.08,11.798
20.1,11.921
20.12,12.025
20.14,12.147
20.16,12.27
20.18,12.392
20.2,12.514
20.22,12.636
20.24,12.758
20.26,12.881
20.28,13.003
20.3,13.142
20.32,13.265
20.34,13.387
20.36,13.526
20.38,13.648
20.4,13.771
20.42,13.91
20.44,14.032
20.46,14.172
20.48,14.294
20.5,14.416
20.52,14.556
20.54,14.678
20.56,14.818
20.58,14.94
20.6,15.062
20.62,15.184
20.64,15.307
20.66,15.446
20.68,15.568
20.7,15.691
20.72,15.813
20.74,15.917
20.76,16.04
20.78,16.162
20.8,16.284
20.82,16.389
20.84,16.511
20.86,16.616
20.88,16.72
20.9,16.825
20.92,16.93
20.94,17.034
20.96,17.139
20.98,17.244
21,17.331
21.02,17.436
21.04,17.523
21.06,17.61
21.08,17.698
21.1,17.785
21.12,17.855
21.14,17.942
21.16,18.012
21.18,18.082
21.2,18.169
21.22,18.221
21.24,18.291
21.26,18.361
21.28,18.413
21.3,18.466
21.32,18.518
21.34,18.57
21.36,18.623
21.38,18.658
21.4,18.71
21.42,18.745
21.44,18.78
21.46,18.797
21.48,18.832
21.5,18.85
21.52,18.867
21.54,18.884
21.56,18.902
21.58,18.919
21.6,18.919
21.62,18.919
21.64,18.919
21.66,18.919
21.68,18.919
21.7,18.902
21.72,18.902
21.74,18.884
21.76,18.867
21.78,18.832
21.8,18.815
21.82,18.78
21.84,18.745
21.86,18.727
21.88,18.675
21.9,18.64
21.92,18.605
21.94,18.553
21.96,18.5
21.98,18.448
22,18.396
22.02,18.343
22.04,18.291
22.06,18.221
22.08,18.169
22.1,18.099
22.12,18.029
22.14,17.959
22.16,17.89
22.18,17.802
22.2,17.733
22.22,17.645
22.24,17.575
22.26,17.488
22.28,17.401
22.3,17.314
22.32,17.226
22.34,17.139
22.36,17.034
22.38,16.947
22.4,16.86
22.42,16.755
22.44,16.65
22.46,16.563
22.48,16.458
22.5,16.354
22.52,16.249
22.54,16.144
22.56,16.04
22.58,15.935
22.6,15.83
22.62,15.725
22.64,15.621
22.66,15.516
22.68,15.411
22.7,15.289
22.72,15.184
22.74,15.08
22.76,14.975
22.78,14.853
22.8,14.748
22.82,14.643
22.84,14.539
22.86,14.434
22.88,14.312
22.9,14.207
22.92,14.102
22.94,13.998
22.96,13.893
22.98,13.788
23,13.683
23.02,13.579
23.04,13.474
23.06,13.387
23.08,13.282
23.1,13.177
23.12,13.09
23.14,12.985
23.16,12.898
23.18,12.811
23.2,12.706
23.22,12.619
23.24,12.531
23.26,12.444
23.28,12.374
23.3,12.287
23.32,12.2
23.34,12.13
23.36,12.043
23.38,11.973
23.4,11.903
23.42,11.833
23.44,11.764
23.46,11.694
23.48,11.641
23.5,11.572
23.52,11.519
23.54,11.467
23.56,11.414
23.58,11.362
23.6,11.31
23.62,11.275
23.64,11.222
23.66,11.188
23.68,11.153
23.7,11.118
23.72,11.083
23.74,11.048
23.76,11.03
23.78,11.013
23.8,10.978
23.82,10.961
23.84,10.961
23.86,10.943
23.88,10.926
23.9,10.926
23.92,10.926
23.94,10.926
23.96,10.926
23.98,10.926
24,10.943
24.02,10.943
24.04,10.961
24.06,10.978
24.08,10.996
24.1,11.013
24.12,11.03
24.14,11.065
24.16,11.083
24.18,11.118
24.2,11.153
24.22,11.188
24.24,11.222
24.26,11.257
24.28,11.31
24.3,11.345
24.32,11.397
24.34,11.449
24.36,11.502
24.38,11.554
24.4,11.606
24.42,11.659
24.44,11.729
24.46,11.781
24.48,11.851
24.5,11.903
24.52,11.973
24.54,12.043
24.56,12.113
24.58,12.182
24.6,12.252
24.62,12.339
24.64,12.409
24.66,12.479
24.68,12.566
24.7,12.654
24.72,12.723
24.74,12.811
24.76,12.898
24.78,12.968
24.8,13.055
24.82,13.142
24.84,13.23
24.86,13.317
24.88,13.404
24.9,13.491
24.92,13.579
24.94,13.666
24.96,13.753
24.98,13.858
25,13.945
25.02,14.032
25.04,14.12
25.06,14.207
25.08,14.294
25.1,14.382
25.12,14.469
25.14,14.573
25.16,14.661
25.18,14.748
25.2,14.835
25.22,14.923
25.24,15.01
25.26,15.097
25.28,15.184
25.3,15.254
25.32,15.341
25.34,15.429
25.36,15.516
25.38,15.586
25.4,15.673
25.42,15.743
25.44,15.83
25.46,15.9
25.48,15.987
25.5,16.057
25.52,16.127
25.54,16.197
25.56,16.266
25.58,16.336
25.6,16.406
25.62,16.476
25.64,16.528
25.66,16.598
25.68,16.65
25.7,16.72
25.72,16.773
25.74,16.825
25.76,16.877
25.78,16.93
25.8,16.982
25.82,17.017
25.84,17.069
25.86,17.122
25.88,17.157
25.9,17.191
25.92,17.226
25.94,17.261
25.96,17.296
25.98,17.331
26,17.349
26.02,17.383
26.04,17.401
26.06,17.436
26.08,17.453
26.1,17.471
26.12,17.488
26.14,17.488
26.16,17.506
26.18,17.506
26.2,17.523
26.22,17.523
26.24,17.523
26.26,17.523
26.28,17.523
26.3,17.506
26.32,17.506
26.34,17.506
26.36,17.488
26.38,17.471
26.4,17.453
26.42,17.436
26.44,17.418
26.46,17.401
26.48,17.383
26.5,17.349
26.52,17.331
26.54,17.296
26.56,17.261
26.58,17.226
26.6,17.191
26.62,17.157
26.64,17.122
26.66,17.087
26.68,17.034
26.7,17
26.72,16.947
26.74,16.912
26.76,16.86
26.78,16.808
26.8,16.755
26.82,16.703
26.84,16.65
26.86,16.598
26.88,16.546
26.9,16.476
26.92,16.424
26.94,16.354
26.96,16.301
26.98,16.232
27,16.179
27.02,16.109
27.04,16.04
27.06,15.97
27.08,15.917
27.1,15.848
27.12,15.778
27.14,15.708
27.16,15.638
27.18,15.568
27.2,15.499
27.22,15.429
27.24,15.341
27.26,15.272
27.28,15.202
27.3,15.132
27.32,15.062
27.34,14.975
27.36,14.905
27.38,14.835
27.4,14.765
27.42,14.696
27.44,14.608
27.46,14.539
27.48,14.469
27.5,14.399
27.52,14.329
27.54,14.259
27.56,14.19
27.58,14.12
27.6,14.032
27.62,13.963
27.64,13.91
27.66,13.84
27.68,13.771
27.7,13.701
27.72,13.631
27.74,13.561
27.76,13.509
27.78,13.439
27.8,13.387
27.82,13.317
27.84,13.265
27.86,13.195
27.88,13.142
27.9,13.09
27.92,13.038
27.94,12.985
27.96,12.933
27.98,12.881
28,12.828
28.02,12.776
28.04,12.723
28.06,12.689
28.08,12.636
28.1,12.601
28.12,12.566
28.14,12.531
28.16,12.479
28.18,12.444
28.2,12.427
28.22,12.392
28.24,12.357
28.26,12.322
28.28,12.305
28.3,12.287
28.32,12.252
28.34,12.235
28.36,12.217
28.38,12.2
28.4,12.182
28.42,12.182
28.44,12.165
28.46,12.165
28.48,12.147
28.5,12.147
28.52,12.147
28.54,12.147
28.56,12.147
28.58,12.147
28.6,12.147
28.62,12.147
28.64,12.165
28.66,12.165
28.68,12.182
28.7,12.2
28.72,12.217
28.74,12.217
28.76,12.235
28.78,12.27
28.8,12.287
28.82,12.305
28.84,12.322
28.86,12.357
28.88,12.392
28.9,12.409
28.92,12.444
28.94,12.479
28.96,12.514
28.98,12.549
29,12.584
29.02,12.619
29.04,12.654
29.06,12.689
29.08,12.741
29.1,12.776
29.12,12.828
29.14,12.863
29.16,12.915
29.18,12.95
29.2,13.003
29.22,13.055
29.24,13.107
29.26,13.142
29.28,13.195
29.3,13.247
29.32,13.299
29.34,13.352
29.36,13.404
29.38,13.474
29.4,13.526
29.42,13.579
29.44,13.631
29.46,13.683
29.48,13.753
29.5,13.806
29.52,13.858
29.54,13.91
29.56,13.98
29.58,14.032
29.6,14.085
29.62,14.155
29.64,14.207
29.66,14.259
29.68,14.329
29.7,14.382
29.72,14.434
29.74,14.504
29.76,14.556
29.78,14.608
29.8,14.661
29.82,14.731
29.84,14.783
29.86,14.835
29.88,14.888
29.9,14.94
29.92,14.992
29.94,15.045
29.96,15.115
29.98,15.167
30,15.202
30.02,15.254
30.04,15.307
30.06,15.359
30.08,15.411
30.1,15.464
30.12,15.499
30.14,15.551
30.16,15.586
30.18,15.638
30.2,15.673
30.22,15.725
30.24,15.76
30.26,15.795
30.28,15.848
30.3,15.882
30.32,15.917
30.34,15.952
30.36,15.987
30.38,16.022
30.4,16.04
30.42,16.074
30.44,16.109
30.46,16.127
30.48,16.162
30.5,16.179
30.52,16.214
30.54,16.232
30.56,16.249
30.58,16.266
30.6,16.284
30.62,16.301
30.64,16.319
30.66,16.336
30.68,16.336
30.7,16.354
30.72,16.371
30.74,16.371
30.76,16.371
30.78,16.389
30.8,16.389
30.82,16.389
30.84,16.389
30.86,16.389
30.88,16.389
30.9,16.389
30.92,16.371
30.94,16.371
30.96,16.354
30.98,16.354
31,16.336
31.02,16.336
31.04,16.319
31.06,16.301
31.08,16.284
31.1,16.266
31.12,16.249
31.14,16.232
31.16,16.214
31.18,16.197
31.2,16.179
31.22,16.144
31.24,16.127
31.26,16.109
31.28,16.074
31.3,16.057
31.32,16.022
31.34,15.987
31.36,15.97
31.38,15.935
31.4,15.9
31.42,15.865
31.44,15.83
31.46,15.795
31.48,15.76
31.5,15.725
31.52,15.691
31.54,15.656
31.56,15.621
31.58,15.586
31.6,15.533
31.62,15.499
31.64,15.464
31.66,15.411
31.68,15.376
31.7,15.341
31.72,15.289
31.74,15.254
31.76,15.202
31.78,15.167
31.8,15.115
31.82,15.08
31.84,15.027
31.86,14.992
31.88,14.94
31.9,14.905
31.92,14.853
31.94,14.818
31.96,14.765
31.98,14.713
32,14.678
32.02,14.626
32.04,14.591
32.06,14.539
32.08,14.504
32.1,14.451
32.12,14.416
32.14,14.364
32.16,14.329
32.18,14.277
32.2,14.242
32.22,14.19
32.24,14.155
32.26,14.12
32.28,14.067
32.3,14.032
32.32,13.998
32.34,13.963
32.36,13.91
32.38,13.875
32.4,13.84
32.42,13.806
32.44,13.771
32.46,13.736
32.48,13.701
32.5,13.666
32.52,13.631
32.54,13.596
32.56,13.579
32.58,13.544
32.6,13.509
32.62,13.491
32.64,13.456
32.66,13.439
32.68,13.404
32.7,13.387
32.72,13.352
32.74,13.334
32.76,13.317
32.78,13.299
32.8,13.282
32.82,13.265
32.84,13.247
32.86,13.23
32.88,13.212
32.9,13.195
32.92,13.177
32.94,13.177
32.96,13.16
32.98,13.142
33,13.142
33.02,13.142
33.04,13.125
33.06,13.125
33.08,13.125
33.1,13.125
33.12,13.107
33.14,13.107
33.16,13.125
33.18,13.125
33.2,13.125
33.22,13.125
33.24,13.125
33.26,13.142
33.28,13.142
33.3,13.142
33.32,13.16
33.34,13.177
33.36,13.177
33.38,13.195
33.4,13.195
33.42,13.212
33.44,13.23
33.46,13.247
33.48,13.265
33.5,13.282
33.52,13.299
33.54,13.317
33.56,13.334
33.58,13.352
33.6,13.369
33.62,13.387
33.64,13.422
33.66,13.439
33.68,13.456
33.7,13.491
33.72,13.509
33.74,13.526
33.76,13.561
33.78,13.579
33.8,13.614
33.82,13.631
33.84,13.666
33.86,13.701
33.88,13.718
33.9,13.753
33.92,13.788
33.94,13.806
33.96,13.84
33.98,13.875
34,13.91
34.02,13.928
34.04,13.963
34.06,13.998
34.08,14.032
34.1,14.067
34.12,14.085
34.14,14.12
34.16,14.155
34.18,14.19
34.2,14.224
34.22,14.259
34.24,14.277
34.26,14.312
34.28,14.347
34.3,14.382
34.32,14.416
34.34,14.451
34.36,14.469
34.38,14.504
34.4,14.539
34.42,14.573
34.44,14.608
34.46,14.626
34.48,14.661
34.5,14.696
34.52,14.731
34.54,14.748
34.56,14.783
34.58,14.818
34.6,14.835
34.62,14.87
34.64,14.888
34.66,14.923
34.68,14.957
34.7,14.975
34.72,14.992
34.74,15.027
34.76,15.045
34.78,15.08
34.8,15.097
34.82,15.115
34.84,15.149
34.86,15.167
34.88,15.184
34.9,15.202
34.92,15.219
34.94,15.237
34.96,15.254
34.98,15.272
35,15.289
35.02,15.307
35.04,15.324
35.06,15.341
35.08,15.359
35.1,15.359
35.12,15.376
35.14,15.394
35.16,15.394
