Time (s) Auto,Angle (rad) Run #1
35.18,15.411
35.2,15.411
35.22,15.429
35.24,15.429
35.26,15.446
35.28,15.446
35.3,15.446
35.32,15.464
35.34,15.464
35.36,15.464
35.38,15.464
35.4,15.464
35.42,15.464
35.44,15.464
35.46,15.464
35.48,15.464
35.5,15.464
35.52,15.446
35.54,15.446
35.56,15.446
35.58,15.446
35.6,15.429
35.62,15.429
35.64,15.429
35.66,15.411
35.68,15.411
35.7,15.394
35.72,15.394
35.74,15.376
35.76,15.359
35.78,15.359
35.8,15.341
35.82,15.324
35.84,15.324
35.86,15.307
35.88,15.289
35.9,15.272
35.92,15.272
35.94,15.254
35.96,15.237
35.98,15.219
36,15.202
36.02,15.184
36.04,15.167
36.06,15.149
36.08,15.132
36.1,15.115
36.12,15.097
36.14,15.08
36.16,15.062
36.18,15.045
36.2,15.027
36.22,15.01
36.24,14.975
36.26,14.957
36.28,14.94
36.3,14.923
36.32,14.905
36.34,14.888
36.36,14.853
36.38,14.835
36.4,14.818
36.42,14.8
36.44,14.765
36.46,14.748
36.48,14.731
36.5,14.713
36.52,14.696
36.54,14.661
36.56,14.643
36.58,14.626
36.6,14.608
36.62,14.591
36.64,14.556
36.66,14.539
36.68,14.521
36.7,14.504
36.72,14.486
36.74,14.451
36.76,14.434
36.78,14.416
36.8,14.399
36.82,14.382
36.84,14.364
36.86,14.347
36.88,14.329
36.9,14.312
36.92,14.294
36.94,14.277
36.96,14.259
36.98,14.242
37,14.224
37.02,14.207
37.04,14.19
37.06,14.172
37.08,14.155
37.1,14.137
37.12,14.12
37.14,14.102
37.16,14.102
37.18,14.085
37.2,14.067
37.22,14.067
37.24,14.05
37.26,14.032
37.28,14.032
37.3,14.015
37.32,13.998
37.34,13.998
37.36,13.98
37.38,13.98
37.4,13.98
37.42,13.963
37.44,13.963
37.46,13.945
37.48,13.945
37.5,13.945
37.52,13.945
37.54,13.928
37.56,13.928
37.58,13.928
37.6,13.928
37.62,13.928
37.64,13.928
37.66,13.928
37.68,13.928
37.7,13.928
37.72,13.928
37.74,13.928
37.76,13.928
37.78,13.945
37.8,13.945
37.82,13.945
37.84,13.945
37.86,13.945
37.88,13.963
37.9,13.963
37.92,13.963
37.94,13.963
37.96,13.98
37.98,13.98
38,13.98
38.02,13.98
38.04,13.998
38.06,13.998
38.08,14.015
38.1,14.015
38.12,14.015
38.14,14.032
38.16,14.032
38.18,14.05
38.2,14.05
38.22,14.067
38.24,14.067
38.26,14.085
38.28,14.085
38.3,14.102
38.32,14.102
38.34,14.12
38.36,14.12
38.38,14.137
38.4,14.137
38.42,14.155
38.44,14.155
38.46,14.172
38.48,14.19
38.5,14.19
38.52,14.207
38.54,14.224
38.56,14.224
38.58,14.242
38.6,14.242
38.62,14.259
38.64,14.277
38.66,14.277
38.68,14.294
38.7,14.312
38.72,14.312
38.74,14.329
38.76,14.329
38.78,14.347
38.8,14.364
38.82,14.364
38.84,14.382
38.86,14.399
38.88,14.399
38.9,14.416
38.92,14.434
38.94,14.434
38.96,14.451
38.98,14.451
39,14.469
39.02,14.486
39.04,14.486
39.06,14.504
39.08,14.504
39.1,14.521
39.12,14.539
39.14,14.539
39.16,14.556
39.18,14.556
39.2,14.573
39.22,14.573
39.24,14.591
39.26,14.591
39.28,14.608
39.3,14.608
39.32,14.626
39.34,14.626
39.36,14.626
39.38,14.643
39.4,14.643
39.42,14.661
39.44,14.661
39.46,14.661
39.48,14.678
39.5,14.678
39.52,14.678
39.54,14.696
39.56,14.696
39.58,14.696
39.6,14.713
39.62,14.713
39.64,14.713
39.66,14.713
39.68,14.713
39.7,14.731
39.72,14.731
39.74,14.731
39.76,14.731
39.78,14.731
39.8,14.731
39.82,14.731
39.84,14.731
39.86,14.731
39.88,14.731
39.9,14.731
39.92,14.731
39.94,14.731
39.96,14.731
39.98,14.731
40,14.731
40.02,14.731
40.04,14.731
40.06,14.731
40.08,14.731
40.1,14.731
40.12,14.731
40.14,14.731
40.16,14.731
40.18,14.713
40.2,14.713
40.22,14.713
40.24,14.713
40.26,14.713
40.28,14.713
40.3,14.713
40.32,14.713
40.34,14.713
40.36,14.713
40.38,14.713
40.4,14.713
40.42,14.713
40.44,14.713
40.46,14.696
40.48,14.696
40.5,14.696
40.52,14.696
40.54,14.696
40.56,14.696
40.58,14.696
40.6,14.696
40.62,14.696
40.64,14.696
40.66,14.696
40.68,14.696
40.7,14.696
40.72,14.696
40.74,14.696
40.76,14.696
40.78,14.696
40.8,14.696
40.82,14.696
40.84,14.696
40.86,14.696
40.88,14.696
40.9,14.696
40.92,14.696
40.94,14.696
40.96,14.696
40.98,14.696
41,14.696
41.02,14.696
41.04,14.696
41.06,14.696
41.08,14.696
41.1,14.696
41.12,14.696
41.14,14.696
41.16,14.696
41.18,14.696
41.2,14.696
41.22,14.696
41.24,14.696
41.26,14.696
41.28,14.696
41.3,14.696
41.32,14.696
41.34,14.696
41.36,14.696
41.38,14.696
41.4,14.696
41.42,14.696
41.44,14.696
41.46,14.696
41.48,14.696
41.5,14.696
41.52,14.696
41.54,14.696
41.56,14.696
41.58,14.696
41.6,14.696
41.62,14.696
41.64,14.696
41.66,14.696
41.68,14.696
41.7,14.696
41.72,14.696
41.74,14.696
41.76,14.696
41.78,14.696
41.8,14.696
41.82,14.696
41.84,14.696
41.86,14.696
41.88,14.696
41.9,14.696
41.92,14.696
41.94,14.696
41.96,14.696
41.98,14.696
42,14.696
42.02,14.696
42.04,14.696
42.06,14.696
42.08,14.696
42.1,14.696
42.12,14.696
42.14,14.696
42.16,14.696
42.18,14.696
42.2,14.696
42.22,14.696
42.24,14.696
42.26,14.696
42.28,14.696
42.3,14.696
42.32,14.696
42.34,14.696
42.36,14.696
42.38,14.696
42.4,14.696
42.42,14.696
42.44,14.696
42.46,14.696
42.48,14.696
42.5,14.696
42.52,14.696
42.54,14.696
42.56,14.696
42.58,14.696
42.6,14.696
42.62,14.696
42.64,14.696
42.66,14.696
42.68,14.696
42.7,14.696
42.72,14.696
42.74,14.696
42.76,14.696
42.78,14.696
42.8,14.696
42.82,14.696
42.84,14.696
42.86,14.696
42.88,14.696
42.9,14.696
42.92,14.696
42.94,14.696
42.96,14.696
42.98,14.696
43,14.696
43.02,14.696
43.04,14.696
43.06,14.696
43.08,14.696
43.1,14.696
43.12,14.696
43.14,14.696
43.16,14.696
43.18,14.696
43.2,14.696
43.22,14.696
43.24,14.696
43.26,14.696
43.28,14.696
43.3,14.696
43.32,14.696
43.34,14.696
43.36,14.696
43.38,14.696
43.4,14.696
43.42,14.696
43.44,14.696
43.46,14.696
43.48,14.696
43.5,14.696
43.52,14.696
43.54,14.696
43.56,14.696
43.58,14.696
43.6,14.696
43.62,14.696
43.64,14.696
43.66,14.696
43.68,14.696
43.7,14.696
43.72,14.696
43.74,14.696
43.76,14.696
43.78,14.696
43.8,14.696
43.82,14.696
43.84,14.696
43.86,14.696
43.88,14.696
43.9,14.696
43.92,14.696
43.94,14.696
43.96,14.696
43.98,14.696
44,14.696
44.02,14.696
44.04,14.696
44.06,14.696
44.08,14.696
44.1,14.696
44.12,14.696
44.14,14.696
44.16,14.696
44.18,14.696
44.2,14.696
44.22,14.696
44.24,14.696
44.26,14.696
44.28,14.696
44.3,14.696
44.32,14.696
44.34,14.696
44.36,14.696
44.38,14.696
44.4,14.696
44.42,14.696
44.44,14.696
44.46,14.696
44.48,14.696
44.5,14.696
44.52,14.696
44.54,14.696
44.56,14.696
44.58,14.696
44.6,14.696
44.62,14.696
44.64,14.696
44.66,14.696
44.68,14.696
44.7,14.696
